# file format intended for conversion to featureXML through OpenMS FileConverter
scan	time	mz	accurateMZ	mass	intensity	charge	chargeStates	kl	background	median	peaks	scanFirst	scanLast	scanCount	totalIntensity	sumSquaresDist	description
172	501.2773459595065	415.748839300102	415.74881773534753	829.4830825369351	995172.9217129985	2	0	1.0	0.0	0.0	2	800	819	20	995172.9217129985	0.0	""
173	503.68279333812404	413.53829090650055	413.53831078224493	1237.5931029460949	630961.0292783814	3	0	1.0	0.0	0.0	3	812	822	10	630961.0292783814	0.0	""
174	503.13556787324814	431.06771227617304	431.0668426090347	430.0595661421547	806588.7964667807	1	0	1.0	0.0	0.0	2	797	833	30	806588.7964667807	0.0	""
175	506.9365406322565	534.1909560711393	534.1893905747926	533.1821141079126	1714796.6479557452	1	0	1.0	0.0	0.0	3	800	836	37	1714796.6479557452	0.0	""
176	503.50674531698576	611.1842629999554	611.1822981550546	610.1750216881746	205653.45772779454	1	0	1.0	0.0	0.0	2	810	822	9	205653.45772779454	0.0	""
177	504.28059397248967	419.9408626744867	419.94078717325715	1675.7340428255086	2953754.95817262	4	0	1.0	0.0	0.0	3	810	839	28	2953754.95817262	0.0	""
178	501.2422735917139	536.164796769669	536.1636387927358	535.1563623258559	3380206.3291410045	1	0	1.0	0.0	0.0	3	800	832	28	3380206.3291410045	0.0	""
179	502.32014326883154	546.2674960661021	546.2674686977956	1090.5203844618313	2468325.605618987	2	0	1.0	0.0	0.0	2	804	835	32	2468325.605618987	0.0	""
180	482.5057314884774	555.2763672160571	555.2764469771163	1108.5383410204727	2.651493318122783E7	2	0	1.0	0.0	0.0	2	708	848	138	2.651493318122783E7	0.0	""
181	500.67189077980686	579.1043831879189	579.1039450364225	578.0966685695425	880509.431553079	1	0	1.0	0.0	0.0	2	799	828	28	880509.431553079	0.0	""
182	503.827740998782	446.26004608726254	446.26052808942427	890.5065032450885	400624.127134241	2	0	1.0	0.0	0.0	2	810	830	21	400624.127134241	0.0	""
183	505.0241176371087	506.08634905896315	506.0851176672946	505.0778412004146	173049.74874170715	1	0	1.0	0.0	0.0	2	819	826	8	173049.74874170715	0.0	""
184	504.5035297504564	504.10737571850825	504.1055244155921	503.09824794871207	386362.4132813492	1	0	1.0	0.0	0.0	2	814	825	12	386362.4132813492	0.0	""
185	500.2679901853502	433.33040959256124	433.33045684893006	432.32318038205005	1231510.5932238514	1	0	1.0	0.0	0.0	2	800	832	26	1231510.5932238514	0.0	""
186	505.1407897363683	433.24765751568026	433.24767316293816	864.4807933921163	133594.72609509664	2	0	1.0	0.0	0.0	2	820	826	7	133594.72609509664	0.0	""
187	504.9916104678967	555.2429994136818	555.2429994444724	1662.7071689327772	106054.52907555626	3	0	1.0	0.0	0.0	2	820	829	7	106054.52907555626	0.0	""
188	504.3233821533614	508.2614388899093	508.2614165833566	1014.5082802329532	721264.3545907584	2	0	1.0	0.0	0.0	2	810	829	20	721264.3545907584	0.0	""
189	504.3311801942636	473.2766240912308	473.27661277740873	944.5386726210575	596844.38604388	2	0	1.0	0.0	0.0	2	814	826	13	596844.38604388	0.0	""
190	503.74705081913294	684.2015002322098	684.2013339780507	683.1940575111707	410762.6416103457	1	0	1.0	0.0	0.0	2	809	827	15	410762.6416103457	0.0	""
191	508.08951031019427	524.7787727156755	524.7809225390791	1047.5472921443984	357305.7095724348	2	0	1.0	0.0	0.0	2	821	837	12	357305.7095724348	0.0	""
192	505.09722052054207	526.2850078184622	526.2851203230094	1050.555687712259	193871.4257241019	2	0	1.0	0.0	0.0	2	820	827	8	193871.4257241019	0.0	""
193	505.48416296043956	745.1900147507407	745.1895743830728	744.1822979161929	294379.7361884504	1	0	1.0	0.0	0.0	2	822	831	10	294379.7361884504	0.0	""
194	504.6904336219702	559.5856620329105	559.5857799732318	1675.7355105190554	160520.0983862229	3	0	1.0	0.0	0.0	2	821	830	8	160520.0983862229	0.0	""
195	507.1417426960739	415.74865032168304	415.7486078823992	829.4826628310384	532920.1646885218	2	0	1.0	0.0	0.0	2	820	833	14	532920.1646885218	0.0	""
196	508.2195123131549	448.0991260908767	448.09767413434787	447.09039766746787	662261.7403999356	1	0	1.0	0.0	0.0	2	810	837	28	662261.7403999356	0.0	""
197	501.41013456570454	651.1439313027886	651.1432776648842	650.1360011980042	664398.071499664	1	0	1.0	0.0	0.0	2	807	834	24	664398.071499664	0.0	""
198	506.230499324621	436.21200227976897	436.21212044761023	1305.6145319421908	116765.5821546203	3	0	1.0	0.0	0.0	2	825	831	6	116765.5821546203	0.0	""
199	507.005268953171	504.10692953004286	504.1048327085035	503.0975562416235	300324.6206639572	1	0	1.0	0.0	0.0	2	825	833	8	300324.6206639572	0.0	""
200	506.08290227500856	463.1465113510368	463.1438124843767	462.1365360174967	1223811.6227121626	1	0	1.0	0.0	0.0	2	813	835	23	1223811.6227121626	0.0	""
201	507.1751222030148	817.2119077337084	817.2107482186339	816.2034717517539	951449.7097974687	1	0	1.0	0.0	0.0	2	820	837	14	951449.7097974687	0.0	""
202	507.1467791474101	495.83268200717816	495.8320225104846	494.8247460436046	724641.914144072	1	0	1.0	0.0	0.0	2	820	835	14	724641.914144072	0.0	""
203	509.2528943609992	515.7977231475146	515.7977104511696	1029.5808679685792	184330.5944835415	2	0	1.0	0.0	0.0	2	831	844	11	184330.5944835415	0.0	""
204	508.59870661106197	506.08694867123614	506.08553951431685	505.07826304743685	223136.17659860558	1	0	1.0	0.0	0.0	2	827	838	11	223136.17659860558	0.0	""
205	510.8092866635399	577.1254876028169	577.1251300653264	576.1178535984465	1134089.5807470917	1	0	1.0	0.0	0.0	2	820	846	27	1134089.5807470917	0.0	""
206	509.9463119114629	523.2341987158213	523.2340356815419	1566.6802776439856	273392.5158451234	3	0	1.0	0.0	0.0	3	836	845	7	273392.5158451234	0.0	""
207	509.54520807806585	611.8112240861312	611.8111082229073	1221.6076635120546	427419.27914427896	2	0	1.0	0.0	0.0	2	828	846	19	427419.27914427896	0.0	""
208	510.3127936765501	463.12948835393416	463.129226216401	462.121949749521	1266800.973973663	1	0	1.0	0.0	0.0	2	819	844	26	1266800.973973663	0.0	""
209	509.6115443219139	420.4417228384824	420.44158198841	1677.73722208612	248841.60797394236	4	0	1.0	0.0	0.0	2	834	840	7	248841.60797394236	0.0	""
210	510.20148409681815	449.096134914032	449.09510892898714	2688.526994772643	265644.6552350307	6	0	1.0	0.0	0.0	2	831	843	13	265644.6552350307	0.0	""
211	510.4992656977493	526.2854451160273	526.2853802950832	1050.5562076564065	323169.8833509339	2	0	1.0	0.0	0.0	2	828	842	15	323169.8833509339	0.0	""
212	510.80726815882593	423.19908600627883	423.1990748761687	1266.5753952278662	347316.3824518249	3	0	1.0	0.0	0.0	2	825	843	19	347316.3824518249	0.0	""
213	508.57822258045394	431.08551629725696	431.0849924971491	430.0777160302691	429106.40895159077	1	0	1.0	0.0	0.0	2	827	841	11	429106.40895159077	0.0	""
214	509.5715098594656	463.14652249550164	463.1447057344592	462.1374292675792	682020.5049315153	1	0	1.0	0.0	0.0	3	833	841	9	682020.5049315153	0.0	""
215	510.29685960262503	496.83369002147055	496.83275753443945	495.82548106755945	107328.23027107782	1	0	1.0	0.0	0.0	2	836	841	6	107328.23027107782	0.0	""
216	508.52613452893155	461.1677741888442	461.1676154061644	460.1603389392844	710809.7666749733	1	0	1.0	0.0	0.0	2	828	843	16	710809.7666749733	0.0	""
217	511.60182965288254	534.1911224105116	534.1901981039597	533.1829216370797	594419.6995834453	1	0	1.0	0.0	0.0	2	837	849	13	594419.6995834453	0.0	""
218	510.9896010334894	579.1045303638089	579.1040812858365	578.0968048189566	730404.9533152082	1	0	1.0	0.0	0.0	2	829	852	24	730404.9533152082	0.0	""
219	508.05794870277805	473.27675319796225	473.27675340621255	944.5389538786651	1400178.3024406447	2	0	1.0	0.0	0.0	2	826	860	34	1400178.3024406447	0.0	""
220	511.1809816849139	506.0864753382398	506.0846236280063	505.0773471611263	172777.97398126122	1	0	1.0	0.0	0.0	2	838	845	7	172777.97398126122	0.0	""
221	509.9727564657709	437.7342277138371	437.7341824560007	873.4538119782414	503098.90633069735	2	0	1.0	0.0	0.0	2	824	846	21	503098.90633069735	0.0	""
222	510.9787356569636	473.2531449939731	473.25312762707443	944.4917023203889	935559.248235614	2	0	1.0	0.0	0.0	2	826	848	19	935559.248235614	0.0	""
223	511.6875668386678	420.1914002373804	420.1913311574788	1676.7362187623953	620878.9275753452	4	0	1.0	0.0	0.0	2	838	846	9	620878.9275753452	0.0	""
224	511.27083253149306	415.7487700984885	415.7486027708995	829.482652608039	404299.38154959306	2	0	1.0	0.0	0.0	2	830	847	14	404299.38154959306	0.0	""
225	512.0653336992893	679.8420618961251	679.8421449638329	1357.6697369939059	109036.53267671811	2	0	1.0	0.0	0.0	2	843	848	5	109036.53267671811	0.0	""
226	511.82264394969263	446.26012642933415	446.2609884961296	890.5074240584992	118920.26294712174	2	0	1.0	0.0	0.0	2	841	847	7	118920.26294712174	0.0	""
227	511.1035311336165	504.10732582495507	504.1046337650486	503.0973572981686	592227.1834118408	1	0	1.0	0.0	0.0	2	832	848	15	592227.1834118408	0.0	""
228	511.0252088099299	546.2674231976854	546.2674411907882	1090.5203294478165	1256203.419092166	2	0	1.0	0.0	0.0	2	836	855	20	1256203.419092166	0.0	""
229	508.7438361483857	671.1722971695972	671.1717822952764	670.1645058283965	977885.1035330882	1	0	1.0	0.0	0.0	2	831	851	18	977885.1035330882	0.0	""
230	509.503481069905	816.2130760364444	816.2106992892215	815.2034228223415	3159161.3335041543	1	0	1.0	0.0	0.0	3	827	858	28	3159161.3335041543	0.0	""
231	511.67982197762024	578.1262405582916	578.1247052331988	577.1174287663189	313576.55614527344	1	0	1.0	0.0	0.0	2	839	855	15	313576.55614527344	0.0	""
232	513.7412211432123	651.1439928948472	651.1426792287543	650.1354027618744	553676.3028694681	1	0	1.0	0.0	0.0	2	836	864	25	553676.3028694681	0.0	""
233	512.9105779396966	433.24721932353134	433.24729417473833	864.4800354157167	230036.7080093029	2	0	1.0	0.0	0.0	2	841	855	12	230036.7080093029	0.0	""
234	514.2349329947749	437.7340817617919	437.73417844780306	873.4538039618461	252894.63064525137	2	0	1.0	0.0	0.0	2	845	854	8	252894.63064525137	0.0	""
235	513.7739842338773	597.1533230986158	597.1527639825588	596.1454875156788	775050.0528707663	1	0	1.0	0.0	0.0	2	835	853	17	775050.0528707663	0.0	""
236	514.0552095174759	413.5383131919128	413.5383260278866	1237.59314868302	1163079.0360113042	3	0	1.0	0.0	0.0	3	841	868	27	1163079.0360113042	0.0	""
237	514.9696831344344	415.74851892085053	415.74848599202465	829.4824190502893	241020.58786092052	2	0	1.0	0.0	0.0	2	848	859	12	241020.58786092052	0.0	""
238	514.630625807252	521.1165541407146	521.1155197947542	520.1082433278742	230664.48511559513	1	0	1.0	0.0	0.0	2	840	856	13	230664.48511559513	0.0	""
239	512.896635707162	508.26122066718517	508.2612523588875	1014.507951784015	395556.3405651898	2	0	1.0	0.0	0.0	2	838	855	15	395556.3405651898	0.0	""
240	514.2078080720853	504.1069450544011	504.1050438514683	503.0977673845883	306375.84403424454	1	0	1.0	0.0	0.0	2	848	857	10	306375.84403424454	0.0	""
241	514.4762885873599	526.2854849860128	526.2852486280541	1050.5559443223483	394296.64704238245	2	0	1.0	0.0	0.0	2	843	860	14	394296.64704238245	0.0	""
242	516.1658851410837	420.191510399664	420.1913674137043	1676.7363637872973	1539283.6240701468	4	0	1.0	0.0	0.0	3	841	863	17	1539283.6240701468	0.0	""
243	514.3721462467785	423.19891624538593	423.1989705507014	1266.5750822514642	711591.6477745592	3	0	1.0	0.0	0.0	2	844	863	15	711591.6477745592	0.0	""
244	514.6835163163162	611.184172232178	611.1822845032527	610.1750080363728	257581.78700353485	1	0	1.0	0.0	0.0	2	850	859	10	257581.78700353485	0.0	""
245	514.3430324148017	555.7783249797437	555.7782083810363	1109.5418638283127	379988.86189235887	2	0	1.0	0.0	0.0	2	848	859	11	379988.86189235887	0.0	""
246	514.9560786823091	679.842928168919	679.8426222574798	1357.6706915811997	209201.1554571803	2	0	1.0	0.0	0.0	2	848	859	10	209201.1554571803	0.0	""
247	514.6938573386398	818.2114971555909	818.2107950568893	817.2035185900094	414649.7689484747	1	0	1.0	0.0	0.0	2	850	864	15	414649.7689484747	0.0	""
248	516.9938331262439	524.779377218571	524.7815057368945	1047.548458540029	300209.0359624687	2	0	1.0	0.0	0.0	2	852	865	12	300209.0359624687	0.0	""
249	517.0305338755206	578.1264324836261	578.1255244745969	577.1182480077169	146438.20760070434	1	0	1.0	0.0	0.0	2	856	865	9	146438.20760070434	0.0	""
250	517.4329924214212	409.06585956866365	409.0652812420262	1632.2320191005847	60265.339875389574	4	0	1.0	0.0	0.0	2	859	864	5	60265.339875389574	0.0	""
251	517.5219771351732	467.83760200657366	467.8373369970901	466.8300605302101	135049.9638301506	1	0	1.0	0.0	0.0	2	858	864	7	135049.9638301506	0.0	""
252	516.4981264421106	408.87857441020475	408.87856080072925	1223.6138530015478	552314.3918800841	3	0	1.0	0.0	0.0	2	851	865	13	552314.3918800841	0.0	""
253	516.3230299740981	448.0992483729002	448.0966930812262	447.0894166143462	453331.43227409385	1	0	1.0	0.0	0.0	2	849	871	16	453331.43227409385	0.0	""
254	517.2757296954276	437.7473356958564	437.74755212391824	873.4805513140765	158446.8338931541	2	0	1.0	0.0	0.0	2	857	866	8	158446.8338931541	0.0	""
255	516.0883375664763	441.23057020278287	441.2305571250218	1320.6698419744255	402469.7223472572	3	0	1.0	0.0	0.0	2	851	866	16	402469.7223472572	0.0	""
256	517.7993571372947	473.27644593891057	473.27656964734507	944.5385863609301	267150.96612040536	2	0	1.0	0.0	0.0	2	861	871	8	267150.96612040536	0.0	""
257	518.5064346787437	449.1143655370618	449.1141025101284	448.1068260432484	881061.4987016121	1	0	1.0	0.0	0.0	2	857	869	13	881061.4987016121	0.0	""
258	517.7338171907827	415.2474204449338	415.2474593477929	828.4803657618259	705968.8256749716	2	0	1.0	0.0	0.0	2	860	870	11	705968.8256749716	0.0	""
259	512.8065534961416	431.067554146539	431.0671642852638	430.0598878183838	1033695.9497991502	1	0	1.0	0.0	0.0	2	840	869	29	1033695.9497991502	0.0	""
260	517.61430478477	461.16815963423625	461.1679147217285	460.1606382548485	433108.205604264	1	0	1.0	0.0	0.0	2	858	868	11	433108.205604264	0.0	""
261	519.0897599444893	423.199035969141	423.1990249263381	1266.5752453783743	334444.2896380106	3	0	1.0	0.0	0.0	2	864	873	10	334444.2896380106	0.0	""
262	514.171376924821	446.260117812555	446.26190869123707	890.5092644487141	396175.9797534555	2	0	1.0	0.0	0.0	2	846	872	21	396175.9797534555	0.0	""
263	518.4338210691362	679.8420666969531	679.8422073327832	1357.6698617318066	248937.82093354256	2	0	1.0	0.0	0.0	2	860	870	11	248937.82093354256	0.0	""
264	518.119374912602	745.190398579309	745.1896160577677	744.1823395908878	539481.2614269085	1	0	1.0	0.0	0.0	2	853	871	18	539481.2614269085	0.0	""
265	519.3710234727245	464.12901874112055	464.1283790662415	463.1211025993615	252334.90580337102	1	0	1.0	0.0	0.0	2	852	874	20	252334.90580337102	0.0	""
266	520.0479580720814	420.1913709142138	420.191209390001	1676.735731692484	1053126.5833888329	4	0	1.0	0.0	0.0	3	859	877	14	1053126.5833888329	0.0	""
267	519.3991666494111	578.126035482913	578.125182061235	577.1179055943551	215871.88251795812	1	0	1.0	0.0	0.0	2	866	878	12	215871.88251795812	0.0	""
268	519.3376604077683	526.285405393115	526.2853737343336	1050.5561945349073	195499.2572758097	2	0	1.0	0.0	0.0	2	863	874	9	195499.2572758097	0.0	""
269	519.7875598701992	523.234339213046	523.2341439387119	1566.6806024154957	56751.84113975243	3	0	1.0	0.0	0.0	2	870	873	3	56751.84113975243	0.0	""
270	516.814351429523	437.7342509078572	437.7342527801977	873.4539526266354	774232.1531828481	2	0	1.0	0.0	0.0	2	852	877	21	774232.1531828481	0.0	""
271	520.1251252749503	413.5381319735923	413.5382629702872	1237.5929595102216	221631.13093979913	3	0	1.0	0.0	0.0	2	869	878	9	221631.13093979913	0.0	""
272	520.608152190984	496.8332742688091	496.8329349534879	495.8256584866079	223990.14814597406	1	0	1.0	0.0	0.0	2	866	879	13	223990.14814597406	0.0	""
273	521.2485001546435	415.24729753300613	415.2472539376427	828.4799549415254	1213113.583873661	2	0	1.0	0.0	0.0	3	869	899	29	1213113.583873661	0.0	""
274	520.3522372198106	889.2313991572394	889.2305614046459	888.2232849377659	150872.6530138899	1	0	1.0	0.0	0.0	2	872	877	6	150872.6530138899	0.0	""
275	519.7050529711759	503.1064905257417	503.10514263567455	502.09786616879455	2112641.283539399	1	0	1.0	0.0	0.0	3	858	888	24	2112641.283539399	0.0	""
276	519.5216540399641	402.53195801367787	402.53186220782715	1204.5737572228416	173437.08935195417	3	0	1.0	0.0	0.0	2	869	880	8	173437.08935195417	0.0	""
277	519.9151937621219	431.06721211619924	431.0669576934541	430.0596812265741	292804.81445933843	1	0	1.0	0.0	0.0	2	869	877	9	292804.81445933843	0.0	""
278	519.151361387974	467.83777292301687	467.8372215674775	466.8299451005975	284315.73514602386	1	0	1.0	0.0	0.0	2	865	877	13	284315.73514602386	0.0	""
279	520.7538534974809	684.201395936261	684.2000040437263	683.1927275768463	299046.2877144987	1	0	1.0	0.0	0.0	3	871	883	11	299046.2877144987	0.0	""
280	522.5998345824605	506.08684178791765	506.08582849544416	505.07855202856416	123168.99114389971	1	0	1.0	0.0	0.0	2	876	883	8	123168.99114389971	0.0	""
281	520.0515752491344	611.1841652989417	611.1827349885442	610.1754585216643	281999.87508217874	1	0	1.0	0.0	0.0	2	866	881	15	281999.87508217874	0.0	""
282	520.1693064636418	441.23025249710304	441.2302739380729	1320.6689924135787	800349.9385449762	3	0	1.0	0.0	0.0	2	867	894	26	800349.9385449762	0.0	""
283	520.376374175975	431.0855611769773	431.0852383828933	430.0779619160133	702480.2369278104	1	0	1.0	0.0	0.0	2	863	880	18	702480.2369278104	0.0	""
284	521.6266844940999	463.12940952079913	463.1286106928965	462.1213342260165	1195332.9854570911	1	0	1.0	0.0	0.0	3	862	885	24	1195332.9854570911	0.0	""
285	522.2357043905486	446.76556370180856	446.7647718464084	1337.2724861385852	386745.4914146031	3	0	1.0	0.0	0.0	2	873	884	12	386745.4914146031	0.0	""
286	523.679796536118	441.5643152689353	441.5643874556857	1321.6713329664171	129025.72113350025	3	0	1.0	0.0	0.0	2	879	886	8	129025.72113350025	0.0	""
287	523.5718234569891	508.2610878355217	508.261157010079	1014.507761086398	111968.26299518655	2	0	1.0	0.0	0.0	2	879	885	5	111968.26299518655	0.0	""
288	523.070780714564	449.096532254553	449.0952872257354	2688.5280645531325	179788.89751181623	6	0	1.0	0.0	0.0	2	874	887	9	179788.89751181623	0.0	""
289	523.5126494145771	524.2781113348464	524.2784428373787	1046.5423327409976	2142642.9963687416	2	0	1.0	0.0	0.0	3	870	896	24	2142642.9963687416	0.0	""
290	521.6298129336485	609.2065588629135	609.2058092064013	608.1985327395214	483426.0648600409	1	0	1.0	0.0	0.0	2	875	887	11	483426.0648600409	0.0	""
291	524.0759746990335	890.2319585557012	890.2301333946724	889.2228569277925	529533.8743246187	1	0	1.0	0.0	0.0	2	872	901	24	529533.8743246187	0.0	""
292	522.9511231674699	420.19131018367545	420.19127938588355	838.3680058380071	631717.8465217453	2	0	1.0	0.0	0.0	2	875	888	11	631717.8465217453	0.0	""
293	524.9821706393562	521.1161680940008	521.1147835830108	520.1075071161308	94649.1905151495	1	0	1.0	0.0	0.0	2	884	890	6	94649.1905151495	0.0	""
294	524.8010545711447	555.2763209226412	555.2764798065276	1108.5384066792953	277888.84052391717	2	0	1.0	0.0	0.0	3	884	891	8	277888.84052391717	0.0	""
295	526.7287905667155	579.1044634609137	579.1041343069572	578.0968578400773	686577.4782619873	1	0	1.0	0.0	0.0	2	877	899	23	686577.4782619873	0.0	""
296	524.7966721307961	431.06757698417226	431.0672161044553	430.0599396375753	703862.769362265	1	0	1.0	0.0	0.0	2	878	899	22	703862.769362265	0.0	""
297	523.8555293625776	517.5650584505731	517.56485208726	1549.6727268611398	129109.440303454	3	0	1.0	0.0	0.0	2	883	890	7	129109.440303454	0.0	""
298	523.5910937791807	545.7657521770892	545.7657797390976	544.7585032722177	1245474.3978468347	1	0	1.0	0.0	0.0	2	880	899	20	1245474.3978468347	0.0	""
299	522.1588349809273	423.1989677494317	423.19900511010434	1266.5751859296731	718409.3720972715	3	0	1.0	0.0	0.0	2	874	893	20	718409.3720972715	0.0	""
300	522.4933104706063	679.8417236226303	679.8420630173355	1357.669573100911	287096.1358704834	2	0	1.0	0.0	0.0	2	878	893	12	287096.1358704834	0.0	""
301	527.7885338477095	536.1647329645109	536.1641871909076	535.1569107240276	1875436.289046885	1	0	1.0	0.0	0.0	3	881	899	19	1875436.289046885	0.0	""
